Date,headline,text,,,,,,,,,,,,,,,
2022/11/14,"Amazon, Meta Cut Thousands of Jobs as Business Slows","Tech companies are trimming staff and slowing hiring as they face higher interest rates and sluggish consumer spending in the US and a strong dollar abroad.  The tech industry shed 9,587 jobs in October, the highest monthly total since November 2020, according to Challenger, Gray & ChristmasJob losses follow recent earnings reports from Alphabet, Amazon.com, Meta Platforms, Microsoft Corp. and others fell short of projections, sending shares plunging and shaving hundreds of billions of dollars from their market valuationsMeta, for instance, has lost more than 67% of its value so far this year",,,,,,,,,,,,,,,
2022/11/13,HSBC Boss Finds Himself on His Own at COP27,"The room was cramped, the microphone unsteady and HSBC Holdings’s Noel Quinn was the only major bank CEO there. Wednesday was Finance Day at COP27 in Sharm El-Sheikh, Egypt, when the UN climate talks shifted from discussing carbon dioxide in the air and ravaged communities and ecosytems on the ground to the dollars in bank accounts and investment portfolios that can be put to work to fund the transition to clean energyThe contrast to the same event just a year ago in Glasgow couldn’t have been greater. Unlike 2021, Quinn didn’t have the company of fellow big name CEOs such as Larry Fink of BlackRock, Bill Winters of Standard Chartered or Jane Fraser of CitigroupThe tone of the conversation also was also different from a year ago. Instead of dropping headline-grabbing announcements, panelists discussed the dry and unglamorous details of how to actually deliver on their commitments and what it means in practice for a bank or asset manager to eliminate their financed emissionsQuinn centered his comments on corporate transition plans. He said it was time to focus on the “science-based underpinning�?behind corporate decarbonization proposals. He talked of forcing firms to “make clear how they’re going to change their capital investment,�?what that means for individual sectors, and how progress might be measured",,,,,,,,,,,,,,,
2022/11/10,Funds Seen Lagging Behind Broader Markets in 2023,"The debate over whether investing with ESG principles in mind makes money is one that’s grown in recent years as the global market for sustainable funds has ballooned to more than $2.2 trillion. Market data show that the average equity fund adhering to ESG factors has lost slightly less money this year than products that track vanilla benchmark indexes such as the S&P 500Over the longer term record, about 56% of US sustainable funds beat rival category groups in the three-year period ended Sept. 30, according to researchers at MorningstarThat isn’t swaying opinions, at least for next year. In a  News survey of terminal and .com readers, 65% of the respondents expect ESG funds to trail the broader market in 2023Of the 691 respondents, 264 expect ESG funds to “slightly underperform�?and 184 are predicting they’ll “significantly underperform�?
2022-11-09,China Property Rout Imperils $1.6 Trillion of Debt,China’s deepening property crisis is piling pressure on a $1.6 trillion corner of the country’s onshore bond market", as cities and local administrations step in to bail out troubled developers in a state-backed bid to aid the sector. After replacing builders as the biggest buyers of land earlier this year, the nation’s so-called local government financing vehicles, or LGFVs, have now become the main purchasers of half- finished projects of defaulters, including China Evergrande Group. Their increasing involvement in real estate has analysts raising red flagsMoody’s Investors Service said that may weigh on the credit profile of these state funding agenciesWhile no LGFV has defaulted in the current cycle,  Economics isn’t ruling out one ahead," as its data show average credit spreads on some of the worst-performing LGFV local bonds have almost doubled to almost 10 percentage points since mid-January""",,,,,,,,
2022/11/8,"Blackstone, Pimco Stay Out of Net-Zero Finance Group","Even after easing its terms, the world’s largest climate-finance coalition has failed to draw in some of the giants of investing. The Glasgow Financial Alliance for Net Zero is heading into the COP27 climate summit in Egypt having agreed to let signatories avoid binding restrictions on fossil finance. The concession, which drew condemnation from climate activists, coincided with a GFANZ announcement that it attracted an extra 100 members during the past yearGFANZ co-chair, Mark Carney, recently said that instead of criticizing members for not doing enough, it’s time to focus on holdoutsThe list includes some of the biggest names in global finance, including Blackstone, Carlyle Group and Pacific Investment Management",,,,,,,,,,,,,,,
2022/11/7,Corporate Chiefs Rail Against Cluture of Box-Ticking,"Company directors are becoming increasingly frustrated with institutional investors and the proxy agencies that guide them, according to a survey of FTSE 100 chairs. Participants in the UK report include chairs such as Douglas Flint of Abrdn, Mark Tucker of HSBC Holdings, Stuart Rose of Asda Stores and Cressida Hogg of Land Securities GroupThe chairs said the proliferation of ESG rules was excessive and resulted in a culture of box-ticking. One likened ESG reporting to the Wild West due to differing standards and a lack of clarityOne of those surveyed said that “quite often institutions hide behind the proxy agencies, who themselves speak about the ecosystem they represent but don’t actually engage themselves�?
2022-11-06,BlackRock’s Political Spending Climbs to Record High,BlackRock is pouring record amounts of money into US political campaigns this year as the asset-management giant faces mounting scrutiny over its size and advocacy of sustainable investing. The company’s political action committee contributed about $647",000 to congressional candidates, their leadership PACs and political parties between January 2021 and the middle of October, according to the most recent public records before the midterm elections on Nov. 8That’s about 38% more than the committee gave in the 2020 election cycle, and slightly more than half the sum,$331 ,000, has gone to Democrats so far this electionBlackRock and CEO Larry Fink are at the center of an escalating political battle over ESG-related investingRepublican politicians have attacked ESG for harming fossil-fuel interests and advancing societal causes above financial returns," while some Democrats and environmental advocates have criticized the firm for not doing more to combat climate change""",,,,,,,
2022/11/2,Vanguard Plans to Give Clients More Say on Voting,"Vanguard Group is planning a trial to give retail clients more say over how their shares are voted at corporate meetings, as large money managers�?influence over hot-button issues faces mounting scrutiny. Instead of making decisions exclusively on its own, Vanguard will give individual investors in several equity index funds more options about how their shares are votedVanguard will begin testing the strategy early next year“This early 2023 pilot will give our investors-owners the chance to express their preferences for how the underlying shares of their equity index holdings are voted,�?said Anne Robinson, Vanguard’s general counselThe trial will likely offer investors additional voting options such as following company management recommendations, opting not to vote or choosing to rely on guidance from a third party",,,,,,,,,,,,,,,
2022/11/1,"Billions Chasing Funds Leave Insiders ‘Mystified�?""As an ESG fund class facing mass downgrades attracts vast client flows", industry insiders confess they don’t understand why investors aren’t being more cautious. The fund class in question is called Article 9  Europe’s top ESG disclosure designationThe problem is that analysts, industry associations and lawyers advising fund managers acknowledge that a significant number of Article 9 funds don’t currently meet the EU’s strict sustainability requirementsDozens of funds have already lost their Article 9 tag, including offerings from Pimco and Goldman Sachs’s NN Investment PartnersDespite the cloud hanging over Article 9, the fund class drew almost �?3 billion ($13 billion) in client flows in the third quarter, bringing the total over the first nine months of this year to �?9 billion," Morningstar data show""",,,,,,,,,,
2022/10/31,Bankers Meet in Hong Kong Amid Growing China Tensions,"Some of the biggest names on Wall Street are descending on Hong Kong in their first trip since the pandemic began, defying criticism by US lawmakers amid growing tensions with China. Goldman Sachs�?David Solomon, Morgan Stanley’s James Gorman and Blackrock’s Rob Kapito will be among the 200 or so attendees at the Global Financial Leaders�?Investment Summit, which starts TuesdayThe three-day event comes as ties between the US and China worsen, with the world’s two largest economies sparring in recent months over trade, human rights and Beijing’s aggressive moves against TaiwanChinese President Xi Jinping’s yearlong crackdown on private enterprise and the property market has sharply undermined investor confidence in the nation’s assetsThe stakes are especially high for global financial institutions. Many banks and asset managers have been on an investment and hiring spree in mainland China and Hong Kong in recent years as the world’s second-biggest economy opened its $60 trillion financial market“Foreign banks are still keen to do business or explore opportunities in mainland China and Hong Kong,�?said Lloyd Chan, senior economist at Oxford Economics. “However, banks will still have to grapple with a business environment that continues to be uncertain and challenging, as strained relations between US and China imply economic and financial risks�?
2022-10-30,Goldman Among Managers Warning of Investment Overhaul,A lot of ESG bets that once looked good no longer do. Luke Barrs", managing director and global head of fundamental equity client portfolio management at Goldman Sachs Asset Management, said “people are having to reassess holistically how they think about ESG integration”Just 18 months ago, a company in an ESG portfolio “could effectively burn cash for a number of years�?to build up scale, “and there wasn’t a need to be cash- flow positive in the near term,�?he said. That world “has kind of disappeared”After a year shaped by war, an energy crisis, decades-high inflation and rapidly rising interest rates, the world in which ESG investing got its foothold has been replaced by something far less hospitableFor fund managers “trying to build a holistic approach to assessing and integrating ESG into your portfolio, there has had to be some reassessment,"�?he said""",,,,,
2022/10/27,Asset Managers May Soon Face Wave of Fund Downgrades,"Asset managers may need to downgrade hundreds of ESG funds in the coming months, as they struggle to land on the right side of European regulations. Such a development would mark a significant escalation and cast serious doubts over ESG designations across the investment management industryMore than 40 funds were re-classified last quarter from Article 9  the top disclosure category within the EU’s ESG investing rules  to a less stringent ESG category known as Article 8, according to Morningstar. That follows 16 downgrades in the second quarter“It’s hard to predict how many Article 9 funds will be downgraded in total,�?said Hortense Bioy, Morningstar’s global director of sustainability research. “There indeed could be hundreds in the next six months�?
2022-10-26,Fund Rules Draw Criticisms From European Regulators,The world’s most far-reaching set of ESG investment rules is facing a wave of criticism as regulators in Britain and the European Union publicly voice their misgivings. The UK’s Financial Conduct Authority has deliberately steered clear of some of the main features of Europe’s Sustainable Finance Disclosures Regulation", after it became clear they resulted in an ESG “contest�?among fund managers rather than an exercise in transparency, said Sacha Sadan, the FCA’s director of environmental, social and governanceThose comments coincided with a warning from Europe’s markets watchdog, whose head publicly urged EU officials to address the “real challenge�?posed by the the bloc’s ESG rulesAmong concerns voiced by the EU’s markets regulator is the lack of clarity in regulations when it comes to basic ESG concepts such as a “sustainable investment”“Navigating through the many different products and offerings and understanding the differences in terms of sustainability remains extremely difficult,�?Verena Ross, chair of the European Securities and Markets Authority," in a speech published on Oct. 24.""",,,,,,,
2022/10/25,New Venture Fund Focuses on Ocean Climate Tech,"A new $100 million venture fund is teaming up with one of the world’s leading marine research institutes to invest exclusively in ocean technologies aimed at addressing the climate crisis. Boston-based Propeller will focus on startups developing tech to remove carbon dioxide from the ocean, decarbonize shipping and improve efficiency in marine industries, among other innovationsThe firm also will invest in companies looking to tap ocean microbes and other organisms to produce energy, pharmaceuticals and other productsWhen it comes to mitigating climate change, “the ocean is doing most of the heavy lifting already,�?said Brian Halligan, founder and partner at PropellerThe ocean produces 50% of the planet’s oxygen and absorbs about a third of the carbon dioxide produced from the burning of fossil fuels. But little of the billions of dollars investors have poured into climate technologies has been devoted to ocean-related solutions",,,,,,,,,,,,,,,
2022/10/24,"Deutsche Bank Says Fund Market Enters ‘Phase Three�?""First", no one had heard of it. Then everybody was touting it. Now, people are rethinking what it is. Environmental, social and governance investing has entered “Phase 3,�?said Markus Müller, chief investment officer for ESG at Deutsche Bank’s private banking arm“With Phase 3, we are likely to have both consolidation and reorientation in ESG investing,�?he said. “I don’t think that investors will materially reduce or stop allocations to ESG as they wait for better information, but they will continue to reassess and reorient investment approaches”The big game-changer for ESG this year has been the energy crisis. Fund managers who weren’t exposed to energy assets are now regrouping to make sure they don’t get wrong-footed againMüller points to the huge gains ESG investors have missed out on by snubbing oil and gas assets, with the S&P 500 Energy Index up more than 50% this year," while the broader S&P index is down almost 20%""",,,,,,
2022/10/23,Mystery Trades See Record Outflow From Biggest ETF,"The biggest outflow on record from a $19 billion exchange-traded fund is fueling speculation that BlackRock is shuffling its model-portfolio allocations.   Roughly $1.2 billion was pulled Thursday from the iShares ESG Aware MSCI USA ETF (ticker ESGU), the biggest socially-conscious investing ETF. It marked the fund’s biggest one-day outflow ever, according to data compiled by The abruptness and magnitude of the redemptions make it look like a model-portfolio tweak, according to  Intelligence’s Athanasios PsarofagisSuch off-the-shelf strategies, which usually package together ETFs and mutual funds, have boomed in popularity with financial advisers and their clients, and are estimated to hold trillions of dollars. As a result, allocation decisions can make a big splash in day-to-day ETF flowsIn response to questions, BlackRock provided what’s called its model-portfolio commentary that it shared with financial advisers. Without singling out any funds, the firm wrote that “consistent with the trajectory of our last several rebalances, we are again shrinking exposure to overall risk and pulling back on existing active views, inching closer to benchmark in almost all respects�?
2022-10-20,Deutsche Bank’s DWS Revamps Oversight Amid Probes,Deutsche Bank’s DWS Group is revamping internal oversight of its environmental", social and governance allocations in the wake of regulatory probes focused on the asset manager’s ESG-related claims. DWS is “adapting�?its ESG governance and structure, with the changes effective as of Jan. 1, according to an email sent to employees“It remains one of our top priorities to restore our credibility with regards to our sustainability agenda,�?DWS said. “But we also need to add additional focus to ensure our ambitions can be delivered”The changes include setting up a sustainability oversight office within the CFO division to strengthen ESG-related controls and engagement across the firm. And DWS’s group sustainability council will become a group sustainability committee, co-chaired by Stefan Kreuzkamp and Manfred Bauer," the email said""",,,,,,,,,
2022/10/19,Bankers Say War and GOP Make CO2 Goals Harder to Meet,"The war in Ukraine and the increase in anti-ESG sentiment in the US are part of a “complex�?set of hurdles making it much harder for big banks to meet their climate goals, according to the chair of the Net-Zero Banking Alliance. “When you look at the environment around decarbonization and fossil fuels, the situation is more complex than it was even versus 2021,�?said Tracey McDermott, who aside from chairing NZBA is group head of conduct, financial crime and compliance at Standard CharteredRussia’s unprovoked attack on Ukraine, the energy crisis and US politics are making it difficult for banks and necessitate greater clarity about the sector’s environmental commitments, she said. That means there’s “heightened sensitivity�?among members about the implications of the pledges they’ve made, she said*T ",,,,,,,,,,,,,,,
2022/10/18,BlackRock Loses Another US State’s Investment Funds,"Missouri withdrew $500 million of pension assets from BlackRock, criticizing the firm for prioritizing ESG-related issues over shareholder returns. “We shouldn’t allow asset managers such as BlackRock, who have demonstrated that they’ll prioritize advancing a woke political agenda above the financial interests of their customers, to continue speaking on behalf of the state of Missouri,�?said Scott Fitzpatrick, the state’s treasurerBlackRock spokesman Ed Sweeney said the firm offers a range of investment choices to clients and added that the company has attracted $248 billion of net new long-term assets this yearEarlier this month, Louisiana’s treasurer said his state would pull $794 million from BlackRock funds*T ",,,,,,,,,,,,,,,
2022/10/17,Credit Suisse’s Meissner Plans to Leave the Bank,"Credit Suisse’s investment banking chief Christian Meissner is set to leave the company in the coming weeks, amid a broad overhaul of the group that will likely see the unit cease to exist in its current form. An official announcement about his departure will likely be made Oct. 27 alongside information about the bank’s strategic reviewMeissner was hired by Credit Suisse in October 2020 and became head of the investment bank last year in the wake of the $5 billion hit from the collapse of Archegos Capital ManagementHe previously held senior roles at Bank of America, Lehman Brothers and Goldman Sachs	Separately, Credit Suisse also is considering a sale of its US asset-management business	And, Abu Dhabi and Saudi Arabia are mulling whether to put money into the company’s investment bank and other businesses to take advantage of depressed values*T ",,,,,,,,,,,,,,,
2022/10/16,"Apple, Amazon Are Facing an Emboldened Labor Movement","The labor movement is gaining momentum at big tech companies, with an Apple Inc. store voting to unionize on Friday and unrest spreading through Amazon.com Inc. distribution sites in Southern California. Organizers say it’s just the beginning. Long seen as invulnerable to unions, Apple saw its staff in Oklahoma City vote overwhelmingly to join the Communications Workers of America, becoming the second store to unionize among the company’s roughly 270 US outletsAmazon workers, meanwhile, walked off the job Friday in San Bernardino, California  the kind of workplace mobilization that used to be all but unheard of at the e-retailer, but became increasingly common during the pandemicAmazon faces an important test on Tuesday when the US National Labor Relations Board is scheduled to tally votes for an election at a warehouse near Albany, New York*T ",,,,,,,,,,,,,,,
2022/10/13,Exxon Employees Flee What Was Once a Coveted Career,"The 140-year-old oil company is making more money than ever. Yet the pandemic exposed deep cultural problems—and talent is fleeing. Exxon has experienced the highest attrition since its merger with Mobil in 1999Of the 12,000 departures globally in the past two years, less than half were from layoffs“Like nearly every company, attrition increased in the last two years, but we don’t see that as a long-term trend,�?Exxon said in a statement“Importantly, we are seeing good results when hiring top talent for roles throughout the company, at entry-level and for senior executive positions”But a  Businessweek investigation involving interviews with more than 40 current and former employees (many of whom requested anonymity because Exxon hasn’t authorized them to speak publicly), as well as reviews of dozens of internal documents, reveals one overriding reason talent is fleeing: a culture that’s increasingly out of step with the world around it  *T ",,,,,,,,,,,,,,,
2022/10/12,Putin Says All Energy Infrastructure Is Now at Risk,"Russia’s President Vladimir Putin said any energy infrastructure in the world is at risk after the explosions on the Nord Stream gas pipelines. The attacks were an act of terror that set “the most dangerous precedent,�?the Russian president told a Moscow energy forum on Wednesday. “It shows that any critically important object of transport, energy or utilities infrastructure is under threat�?irrespective of where it is located or by whom it is managed, he said.Putin blamed the sabotage on the US, Ukraine and Poland, calling them “beneficiaries�?of the blasts that caused major gas leaks in the Baltic Sea. The US and its allies have rejected those allegations and suggest Russia may have been behind the underwater blasts.The attacks on two strings of Nord Stream and one string of Nord Stream 2 at the end of September have raised concerns over the future of Europe’s gas supplies. Other critical infrastructure in the region has also suffered damage in recent weeks.  *T ",,,,,,,,,,,,,,,
2022/10/11,Credit Suisse Faces US Tax Probe Over Accounts,"The Justice Department is investigating whether Credit Suisse Group AG continued to help US clients hide assets from authorities, eight years after the bank paid a $2.6 billion tax-evasion settlement and pledged to tackle the issue Investigators are examining whether the bank aided US account holders, particularly with South American passports, who may not have told the Internal Revenue Service about assets totaling hundreds of millions of dollars, according to people familiar with the matter. Former bankers blew the whistle on the bank, court records showCredit Suisse’s main banking unit pleaded guilty in 2014, admitting it helped thousands of Americans evade taxes. It paid $2.6 billion under that deal, which required it to close “any and all�?US accounts not declared to the IRS*T ",,,,,,,,,,,,,,,
2022/10/10,Goldman Says Markets Yet to Grasp Full IRA Impact,"ESG investors are missing several opportunities created by President Joe Biden’s climate bill, according to analysts at Goldman Sachs Group Inc. Almost two months after it was passed, the potential of the Inflation Reduction Act to support a number of sectors remains “underappreciated,�?according to Brian Singer, an analyst at Goldman in New York. It’s a view he and his colleagues expressed shortly after the bill was enacted, and one that he still holds nowThe IRA, which became law in mid-August, offers incentives that “really have an impact on almost every  if not every  vertical that we see in the green capital expenditures mosaic of products that are going to be needed towards the path of net zero,�?Singer said in an interviewThe bill’s support for key green industries such as solar, wind and electric vehicles is obvious. But the ramifications for the long chain of affiliated sectors have yet to be fully grasped by investors, the Goldman analysis shows. These include battery storage, solutions that make buildings more energy efficient, green hydrogen, as well as carbon capture and storage“ESG funds have historically been very overweight in solar, wind and water, and certainly as we’ve highlighted, the IRA is very supportive for solar and wind,�?Singer said. “But it also provides more tailwinds for companies throughout the supply chain�? *T ",,,,,,,,,,,,,,,
2022/10/9,Wall Street Bankers Told They Can Set Own CO2 Terms,"The world’s biggest climate-finance alliance has sought to dismiss reports that a number of Wall Street banks are threatening to leave, as it races to bring its house in order in the run-up to next month’s COP27 climate summit. In a statement to  News on Saturday, a spokesperson for the Glasgow Financial Alliance for Net Zero said the group has “received no indication from any of our members that they intend to leave”GFANZ, which brings together over 500 finance firms managing more than $135 trillion of assets, has faced possible defections from firms including JPMorgan Chase & Co., Morgan Stanley and Bank of America Corp., according to people familiar with the process. The heavyweights were unhappy with the potential addition of binding restrictions on fossil finance, the people saidTensions soared after a United Nations-backed group, Race to Zero, earlier this year proposed such terms as a necessary condition for net-zero claims to be credible. That language was subsequently softened, and in its statement on Saturday, GFANZ said each sub-alliance of the group is “subject only to their own governance structures,�?essentially giving them the freedom to ignore such proposals  *T ",,,,,,,,,,,,,,,
2022/10/6,Munich Re Plans to Stop Insuring Fossil-Fuel Projects,"Munich Re said it will stop providing insurance for new fossil-fuel projects and related infrastructure as pressure grows on the industry to show their commitment to reducing global emissions. The German reinsurer set itself an April 1 deadline for halting investments in and insurance of new oil and gas fields. The decision also will apply to new midstream oil infrastructure and new oil-fired power plantsMunich Re is among major insurers that have joined the Net-Zero Insurance Alliance and have pledged to reach net-zero emissions by 2050Several signatories to the alliance, including Axa, Allianz and Swiss Re, also have introduced underwriting restrictions for oil and gas businesses*T ",,,,,,,,,,,,,,,
2022/10/5,Saudi Wealth Fund Plans $3 Billion Sale of Green Debt,"Saudi Arabia’s sovereign wealth fund is raising $3 billion with its debut bond deal in the currency that also marks its first foray into ethical finance. The Public Investment Fund or PIF, as it’s known, plans to sell the debt in three tranches, including a world-first dollar century green bondPIF joins a host of oil-rich nations in raising green debt as they diversify sources of long-term funding and reinforce commitments to environmentally friendly projectsBut none has attempted a century-long dollar green debt, let alone in a debut salePIF will raise $500 million from the 100-year notes, with the offering due to price later on Wednesday*T ",,,,,,,,,,,,,,,
2022/10/4,Bank of America Sees Investors Moving to Fossil Fuels,"A global energy crisis that pushed up prices of oil and natural gas this year has so-called ESG investors increasingly open to investing in fossil-fuel companies, according to Julian Mylchreest, executive vice chairman of global corporate and investment banking at Bank of America. The shift has come as some of the world’s biggest ESG funds have taken a hit from the decline in tech stocks including Apple and Amazon.com“In the last 12 months, you would have better returns investing in oil and gas than the biggest tech companies,�?Mylchreest said. “Every fund needs to think about this: Where do I get my alpha and performance?”That shift may lead more ESG investors to stocks like BP and Norway’s Equinor, he saidWhile the companies make most of their profits from oil and gas, they plan to grow their renewable power businesses and reduce emissions from their existing operations*T ",,,,,,,,,,,,,,,
2022/10/3,Bank of America Ranks as Top Arranger of Green Bonds,"Bank of America ranks as the leading underwriter of green bonds this year, ahead of BNP Paribas and Credit Agricole. Issuers sold almost $360 billion of green bonds in the first nine months of 2022, down from $382 billion a year earlier, according to data compiled by Bank of America also was the lead global arranger of sustainability-linked loans, followed by JPMorgan and BNP ParibasSumitomo Mitsui Financial placed No. 1 among facilitators of global green loans",,,,,,,,,,,,,,,
2022/10/2,Cash-Rich Oil Companies to Dominate Buyback Rankings,"Flush with cash from the surge in oil and gas prices, energy companies will dominate the rankings of companies buying back their own shares over the next 15 months, according to analysts at TD Securities. The bank dubbed 18 energy companies, including BP, Shell and Canadian Natural Resources, “buyback all stars�?on a list of 36 companies expected to buy back at least 5% of their own stock by the end of next yearWhen steadily rising base dividends and special dividends are counted in, TD expects total cash returns in excess of 10% for these energy equities",,,,,,,,,,,,,,,
